Chinese	Pinyin	English	TimesUsed
宿	sù	perch	1
正应	zhèng yìng	fulfilled	1
讲给	jiǎng gěi	explain to	1
挑拣	tiāo jiǎn	select	1
宝贝	bǎo bèi	treasure	1
买卖人	mǎi mài rén	merchant	1
这颗	zhè kē	this	1
新旧	xīn jiù	new and old	1
的头	de tóu	's head	1
你来吧	nǐ lái ba	you come	1
水面上	shuǐ miàn shàng	on the water	1
运化	yùn huà	digest	1
红光	hóng guāng	red light	1
风雨	fēng yǔ	wind and rain	1
收拾了	shōu shí le	gathered up	1
巴尔约拿	bā ěr yuē ná	Bar-Jonah	1
癫痫	diān xián	epilepsy	1
收税	shōu shuì	collect taxes	1
关税	guān shuì	customs duties	1
丁税	dīng shuì	poll tax	1
免税	miǎn shuì	exempt from tax	1
钓鱼	diào yú	fish	1
最大的	zuì dà de	the greatest	1
沉在	chén zài	sink into	1
一只脚	yī zhī jiǎo	one foot	1
砍下来	kǎn xià lái	cut off	1
一脚	yī jiǎo	one foot	1
找着了	zhǎo zháo le	found	1
这一只	zhè yī zhī	this one	1
九十九只	jiǔ shí jiǔ zhī	ninety-nine	1
一两个人	yī liǎng gè rén	one or two people	1
做见证	zuò jiàn zhèng	bear witness	1
看做	kàn zuò	regard as	1
十两	shí liǎng	ten taels	1
揪住	jiū zhù	seized	1
掐	qiā	choked	1
下了	xià le	put down	1
所欠	suǒ qiàn	owed	1
恶奴	è nú	wicked servant	1
狱官	yù guān	jailer	1
禀赋	bǐng fù	endowed	1
阉	yān	eunuch	1
自阉	zì yān	self-castration	1
妄做	wàng zuò	bear false	1
雇人	gù rén	hire workers	1
谁知	shéi zhī	who knew	1
负苦	fù kǔ	bear hardship	1
受热	shòu rè	endure heat	1
舍掉	shě diào	give up	1
又见	yòu jiàn	also saw	1
大不	dà bù	greatly not	1
发兵	fā bīng	send troops	1
烧毀	shāo huǐ	burned down	1
手足	shǒu zú	hands and feet	1
不娶	bù qǔ	do not marry	1
律法师	lǜ fǎ shī	lawyer	1
无言可答	wú yán kě dá	had nothing to say in reply	1
肩头	jiān tóu	shoulders	1
经匣	jīng xiá	scripture boxes	1
宽了	kuān le	wider	1
千山万水	qiān shān wàn shuǐ	over mountains and rivers	1
入教	rù jiào	convert to religion	1
茴香	huí xiāng	dill	1
芹菜	qín cài	cumin	1
蚊子	wén zi	mosquito	1
滤出来	lǜ chū lái	strain out	1
纵欲无度	zòng yù wú dù	self-indulgence	1
人前	rén qián	before others	1
蛇类	shé lèi	serpent kind	1
巴拉加	bā lā jiā	Barachiah	1
奉主名来	fèng zhǔ míng lái	come in the name of the Lord	1
必有的	bì yǒu de	must happen	1
大异迹	dà yì jì	great signs	1
大奇事	dà qí shì	great wonders	1
照到	zhào dào	shine upon	1
不放光	bù fàng guāng	not shine	1
从天这边	cóng tiān zhè biān	from this side of the sky	1
天那边	tiān nà biān	that side of the sky	1
淹灭	yān miè	destroyed by flood	1
几更天	jǐ gēng tiān	what watch of the night	1
聪明的	cōng míng de	wise	1
愚拙的	yú zhuō de	foolish	1
打盹	dǎ dǔn	doze	1
整理	zhěng lǐ	trim	1
卖油	mài yóu	sell oil	1
放给	fàng gěi	give to	1
作客旅	zuò kè lǚ	as a stranger	1
永刑	yǒng xíng	eternal punishment	1
知道的	zhī dào de	know	1
盛着	chéng zhe	containing	1
不认得	bù rèn de	do not know	1
说不认得	shuō bù rèn dé	say not know	1
悲悲惨惨	bēi bēi cǎn cǎn	bitterly	1
定了罪	dìng le zuì	condemned	1
还了	huán le	returned	1
外乡人	wài xiāng rén	foreigners	1
义地	yì dì	charitable burial ground	1
血田	xuè tián	field of blood	1
将这	jiāng zhè	take this	1
出名的	chū míng de	famous	1
梦里	mèng lǐ	in a dream	1
髑髅	dú lóu	skull	1
救救	jiù jiù	save	1
拉马撒巴各大尼	lā mǎ sā bā gè dà ní	lama sabachthani	1
从上到下	cóng shàng dào xià	from top to bottom	1
圣京	shèng jīng	holy city	1
地动	dì dòng	earthquake	1
像貌	xiàng mào	appearance	1
吓死	xià sǐ	scared to death	1
快去	kuài qù	go quickly	1
报去	bào qù	reporting	1
兵人	bīng rén	soldiers	1
玛可福音	mǎ kě fú yīn	Gospel of Mark	1
鬼附的	guǐ fù de	demon-possessed	1
天未亮	tiān wèi liàng	before dawn	1
早早	zǎo zǎo	early	1
干净了	gān jìng le	clean	1
拆通	chāi tōng	dismantled through	1
亚庇亚他	yà bì yà tā	Abiathar	1
以度买	yǐ dù mǎi	Idumea	1
半尼其	bàn ní qí	Boanerges	1
雷子	léi zi	sons of thunder	1
日里	rì lǐ	in the day	1
醒着	xǐng zhe	awake	1
长穗	zhǎng suì	grow ears	1
穗上	suì shàng	on the ears	1
结满	jié mǎn	fill with	1
大起	dà qǐ	arose greatly	1
打进	dǎ jìn	beat into	1
船里	chuán lǐ	the boat	1
住了吧	zhù le ba	be still	1
静了吧	jìng le ba	be calm	1
怎样的	zěn yàng de	what kind of	1
捆不住	kǔn bu zhù	cannot bind	1
扭坏	niǔ huài	twist and break	1
跑上前来	pǎo shàng qián lái	ran up to	1
猪数	zhū shù	number of pigs	1
拥挤着	yōng jǐ zhe	crowding	1
病势	bìng shì	illness condition	1
他利他古弥	tā lì tā gǔ mí	Talitha koum	1
禀受	bǐng shòu	received	1
锁在	suǒ zài	locked in	1
众使徒	zhòng shǐ tú	the apostles	1
二十两	èr shí liǎng	twenty taels	1
一排一排	yī pái yī pái	in groups	1
青草地	qīng cǎo dì	green grass	1
碎饼	suì bǐng	broken pieces of bread	1
剩鱼	shèng yú	leftover fish	1
连忙	lián máng	quickly	1
岸边	àn biān	shore	1
跑遍	pǎo biàn	run through	1
村中	cūn zhōng	in the village	1
净净	jìng jìng	clean	1
爵	jué	vessels	1
实在是	shí zài shì	truly are	1
浪荡	làng dàng	licentiousness	1
口吃	kǒu chī	stammering	1
手指	shǒu zhǐ	finger	1
聋子	lóng zi	deaf	1
大玛努他	dà mǎ nǔ tā	Dalmanutha	1
村外	cūn wài	outside the village	1
望上	wàng shàng	look up	1
漂	piǎo	bleach	1
捉弄	zhuō nòng	tease	1
流沫	liú mò	foam	1
翻来覆去	fān lái fù qù	roll back and forth	1
从小	cóng xiǎo	from childhood	1
聋哑	lóng yǎ	deaf and mute	1
不失掉	bù shī diào	not lose	1
两只手	liǎng zhī shǒu	two hands	1
不灭的	bù miè de	unquenchable	1
灭的	miè de	extinguished	1
盐腌	yán yān	salted	1
另嫁	lìng jià	marry another	1
小时候	xiǎo shí hou	childhood	1
有钱财	yǒu qián cái	wealthy	1
赐的	cì de	given	1
底买	dǐ mǎi	Timaeus	1
巴底买	bā dǐ mǎi	Bartimaeus	1
你去吧	nǐ qù ba	you go	1
岔路口	chà lù kǒu	crossroads	1
打的	dǎ de	beaten	1
园外	yuán wài	outside the garden	1
眼睛里	yǎn jing lǐ	in the eyes	1
徇情	xùn qíng	show favoritism	1
不嫁不娶	bú jià bú qǔ	neither marry nor be given in marriage	1
众诫命	zhòng jiè mìng	all commandments	1
好啊	hǎo a	good	1
很长的	hěn cháng de	very long	1
更重的	gèng zhòng de	more severe	1
投钱	tóu qián	put money	1
大钱	dà qián	large coin	1
雄壮	xióng zhuàng	magnificent	1
大殿宇	dà diàn yǔ	great buildings	1
送官	sòng guān	deliver to authorities	1
天边	tiān biān	edge of heaven	1
归咎	guī jiù	blame	1
蘸手	zhàn shǒu	dipped hand	1
父啊	fù a	Father (exclamation)	1
这一杯	zhè yī bēi	this cup	1
不答	bù dá	did not answer	1
聚齐了	jù qí le	gathered	1
全队	quán duì	whole company	1
犹太人的王	yóu tài rén de wáng	King of the Jews	1
巳	sì	the sixth earthly branch	1
拉玛撒巴各大尼	lā mǎ sā bā gè dà ní	lama sabachthani	1
断气	duàn qì	breathe last	1
小雅各	xiǎo yǎ gè	James the Less	1
白袍	bái páo	white robe	1
毒物	dú wù	poison	1
路加福音	lù jiā fú yīn	Gospel of Luke	1
淡酒	dàn jiǔ	light wine	1
都不	dōu bù	neither	1
男胎	nán tāi	male child	1
不生养	bù shēng yǎng	barren	1
怀的	huái de	pregnant	1
赶散了	gǎn sàn le	scattered	1
失位	shī wèi	lose position	1
饥饿的	jī è de	the hungry	1
富足的	fù zú de	the affluent	1
要了	yào le	asked for	1
写字的板	xiě zì de bǎn	writing tablet	1
舒展了	shū zhǎn le	loosened	1
话来	huà lái	words	1
挺生	tǐng shēng	born	1
你这婴孩	nǐ zhè yīng hái	you this infant	1
奥古斯督	ào gǔ sī dū	Augustus	1
居里扭	jū lǐ niǔ	Quirinius	1
裹上	guǒ shàng	wrapped	1
更次	gēng cì	watches of the night	1
大喜	dà xǐ	great joy	1
牧羊人	mù yáng rén	shepherd	1
记住	jì zhù	remember	1
抱过	bào guò	held	1
奇兆	qí zhào	sign	1
法内力	fǎ nèi lì	Phanuel	1
寡居	guǎ jū	widowed	1
八十四岁	bā shí sì suì	eighty-four years old	1
该撒提庇留	gāi sā tí bì liú	Tiberius Caesar	1
以土利亚	yǐ tǔ lì yà	Iturea	1
特拉可尼	tè lā kě ní	Trachonitis	1
吕撒聂	lǚ sā niè	Lysanias	1
亚比利尼	yà bǐ lì ní	Abilene	1
山岗	shān gǎng	hills	1
掘低	jué dī	dig low	1
弯弯曲曲	wān wān qū qū	crooked	1
高高低低	gāo gāo dī dī	uneven	1
垫平	diàn píng	level	1
例定	lì dìng	prescribed	1
簸净	bò jìng	winnow clean	1
开头	kāi tóu	begin	1
希利	xī lì	Heli	1
雅拿	yǎ ná	Yana	1
拿鸿	ná hóng	Nahum	1
拿该	ná gāi	Naggai	1
玛押	mǎ yā	Maaz	1
西美	xī měi	Semei	1
利撒	lì sā	Rhesa	1
尼利	ní lì	Neri	1
亚底	yà dǐ	Adi	1
哥桑	gē sāng	Goshan	1
以摩当	yǐ mó dāng	Immodan	1
约细	yuē xì	Josech	1
约令	yuē lìng	Jorim	1
约南	yuē nán	Jonam	1
米利雅	mǐ lì yǎ	Milia	1
买南	mǎi nán	Mainan	1
不单	bù dān	not only	1
碰	pèng	strike	1
上书	shàng shū	the book	1
会役	huì yì	attendant	1
撒勒大	sā lè dà	Zarephath	1
撑船	chēng chuán	to row the boat	1
离岸	lí àn	away from shore	1
讲完	jiǎng wán	finished speaking	1
水深	shuǐ shēn	deep water	1
下网	xià wǎng	let down the net	1
揭瓦	jiē wǎ	remove tiles	1
系下	xì xià	let down	1
意外	yì wài	unexpected	1
不称	bù chèn	not match	1
陈酒	chén jiǔ	old wine	1
搓	cuō	rubbed	1
跟他	gēn tā	with him	1
称锐	chēng ruì	called Zealot	1
转过	zhuǎn guò	turn	1
照数	zhào shù	according to the amount	1
辜恩	gū ēn	ungrateful	1
给人	gěi rén	give to others	1
深深地	shēn shēn de	deeply (adverbial)	1
涨发	zhǎng fā	rise and surge	1
拿因	ná yīn	Nain	1
湿了	shī le	wet	1
湿	shī	wet	1
苦撒	kǔ sā	Chuza	1
苏撒拿	sū sā ná	Susanna	1
讲完了	jiǎng wán le	finished speaking	1
叫醒了	jiào xǐng le	awakened	1
平静了	píng jìng le	became calm	1
多时	duō shí	for a long time	1
强扭	qiáng niǔ	forcefully twist	1
铁具	tiě jù	iron tools	1
湖里	hú lǐ	into the lake	1
紧靠	jǐn kào	press close	1
发出来	fā chū lái	come out	1
制鬼	zhì guǐ	cast out demons	1
各乡	gè xiāng	every village	1
是以利亚	shì yǐ lì yà	is Elijah	1
需医	xū yī	needed healing	1
借宿	jiè sù	lodge	1
排着	pái zhe	line up	1
一排	yī pái	one row	1
圣使	shèng shǐ	holy angels	1
平常	píng cháng	usual	1
皎白	jiǎo bái	bright white	1
正说	zhèng shuō	just saying	1
扭住	niǔ zhù	seize	1
呀	ya	exclamation particle	1
向后	xiàng hòu	backward	1
各地方	gè dì fāng	every place	1
不当得	bù dāng dé	not deserve	1
粘	zhān	stick	1
半死	bàn sǐ	half dead	1
过去了	guò qù le	passed by	1
二钱	èr qián	two denarii	1
店主	diàn zhǔ	innkeeper	1
还给	huán gěi	repay	1
烦扰	fán rǎo	disturb	1
就与他开门	jiù yǔ tā kāi mén	will open the door for him	1
鸡蛋	jī dàn	egg	1
好东西	hǎo dōng xi	good things	1
有错的	yǒu cuò de	wrong	1
顶盔贯甲	dǐng kuī guàn jiǎ	wear helmet and armor	1
盔甲	kuī jiǎ	armor	1
赃	zāng	spoils	1
隐暗处	yǐn àn chù	hidden place	1
芸香	yún xiāng	rue	1
担子	dàn zi	burden	1
多端	duō duān	in many ways	1
窥听	kuī tīng	eavesdrop	1
几万	jǐ wàn	tens of thousands	1
分说	fēn shuō	explain	1
家资	jiā zī	household wealth	1
积存	jī cún	accumulated	1
安安逸逸	ān ān yì yì	peacefully and comfortably	1
喝的	hē de	drink	1
用不尽	yòng bù jìn	inexhaustible	1
腰里	yāo lǐ	waist	1
三更	sān gēng	third watch (11 PM-1 AM)	1
必迟	bì chí	must be late	1
做准备	zuò zhǔn bèi	prepare	1
审量	shěn liáng	judge	1
一毫一厘	yī háo yī lí	the smallest amount	1
掘开	jué kāi	dig open	1
壅上	yōng shàng	heap up	1
求医	qiú yī	seek healing	1
好比	hǎo bǐ	like	1
喝过	hē guo	have drunk	1
腹胀	fù zhàng	abdominal distension	1
让位	ràng wèi	give up one's seat	1
羞羞惭惭	xiū xiū cán cán	ashamed	1
上坐	shàng zuò	sit up higher	1
早饭	zǎo fàn	breakfast	1
贫穷的	pín qióng de	the poor	1
残废的	cán fèi de	the crippled	1
宾客	bīn kè	guests	1
所请	suǒ qǐng	invited	1
一口同音	yī kǒu tóng yīn	with one voice	1
准我	zhǔn wǒ	allow me	1
大街小巷	dà jiē xiǎo xiàng	streets and alleys	1
残废	cán fèi	disabled	1
办了	bàn le	done	1
完工	wán gōng	finish the work	1
粪里	fèn lǐ	in the dung	1
寻见了	xún jiàn le	found	1
九十九个	jiǔ shí jiǔ gè	ninety-nine	1
十块	shí kuài	ten pieces	1
点上	diǎn shàng	light	1
节度	jié dù	restraint	1
投靠	tóu kào	seek refuge	1
豆荚	dòu jiá	pods	1
吹弹	chuī tán	playing music	1
歌舞	gē wǔ	singing and dancing	1
无灾无病	wú zāi wú bìng	without disaster or illness	1
宿娼	sù chāng	visit prostitutes	1
嫖妓	piáo jì	engage in prostitution	1
花尽	huā jìn	squander	1
锄地	chú dì	hoe the ground	1
怕羞	pà xiū	afraid of shame	1
管事的	guǎn shì de	steward	1
管事人	guǎn shì rén	steward	1
一画	yī huà	one stroke	1
掉下	diào xià	fall down	1
扶去	fú qù	carry away	1
尖	jiān	tip	1
凉凉	liáng liáng	cool	1
生前	shēng qián	during life	1
享过	xiǎng guò	enjoyed	1
芥菜	jiè cài	mustard	1
拔起	bá qǐ	uproot	1
一闪	yī shǎn	flash	1
同床	tóng chuáng	share a bed	1
烦絮	fán xù	annoy	1
冤了	yuān le	injustice	1
自以为是	zì yǐ wéi shì	self-righteous	1
捶着	chuí zhe	beating	1
税吏长	shuì lì zhǎng	chief tax collector	1
是个	shì gè	is a	1
身量	shēn liàng	stature	1
生意	shēng yì	business	1
做生意	zuò shēng yì	to do business	1
牵了	qiān le	lead	1
筑起	zhù qǐ	build up	1
土城	tǔ chéng	earthen wall	1
想不出	xiǎng bu chū	cannot think of	1
法子	fǎ zi	method	1
断断	duàn duàn	absolutely	1
细作	xì zuò	spies	1
第七个	dì qī ge	the seventh	1
投库	tóu kù	put into the treasury	1
美石	měi shí	beautiful stones	1
大震	dà zhèn	great earthquake	1
奇像	qí xiàng	strange signs	1
刀刃	dāo rèn	sword edge	1
恩主	ēn zhǔ	benefactor	1
为大的	wéi dà de	the greatest	1
年幼的	nián yòu de	the younger	1
为首领的	wéi shǒu lǐng de	the leader	1
服事人的	fú shì rén de	one who serves	1
两把	liǎng bǎ	two	1
那么	nà me	so	1
汗	hàn	sweat	1
血点	xuè diǎn	drops of blood	1
削去	xiāo qù	cut off	1
当权	dāng quán	rule	1
利害	lì hài	fierce	1
压住	yā zhù	press down	1
青翠	qīng cuì	verdant	1
拉来	lā lái	brought	1
钉了	dīng le	nailed	1
同钉	tóng dīng	crucified together	1
捶	chuí	beat	1
相识	xiāng shí	acquainted	1
议事	yì shì	counselor	1
附和	fù hè	agree	1
预备节	yù bèi jié	preparation day	1
将亮	jiāng liàng	about to dawn	1
惊怕	jīng pà	afraid	1
只见	zhǐ jiàn	only saw	1
村	cūn	village	1
以玛迕斯	yǐ mǎ wù sī	Emmaus	1
做客	zuò kè	stay as a guest	1
什么事	shén me shì	what matter	1
三天	sān tiān	three days	1
在路上	zài lù shàng	on the road	1
疑念	yí niàn	doubts	1
说罢	shuō ba	having said	1
喜出望外	xǐ chū wàng wài	overjoyed	1
烧鱼	shāo yú	grilled fish	1
蜜房	mì fáng	honeycomb	1
约翰福音	yuē hàn fú yīn	Gospel of John	1
为光	wèi guāng	for light	1
叫众人	jiào zhòng rén	to make everyone	1
他名	tā míng	his name	1
我们中间	wǒ men zhōng jiān	among us	1
充充满满地	chōng chōng mǎn mǎn de	fully	1
恩上加恩	ēn shàng jiā ēn	grace upon grace	1
有人声	yǒu rén shēng	there is a voice	1
修直了	xiū zhí le	make straight	1
我说的	wǒ shuō de	about me	1
伯他巴拉	bó tā bā lā	Bethabara	1
申正	shēn zhèng	the tenth hour (around 4pm)	1
实实在在	shí shí zài zài	truly	1
石缸	shí gāng	stone jars	1
缸	gāng	jars	1
缸口	gāng kǒu	the rim of the jars	1
舀出来	yǎo chū lái	draw out	1
管筵席	guǎn yán xí	master of the feast	1
尝着	cháng zhe	tasted	1
舀水	yǎo shuǐ	draw water	1
次的	cì de	inferior	1
倾掉	qīng diào	pour out	1
推翻	tuī fān	overturn	1
四十六年	sì shí liù nián	forty-six years	1
升过	shēng guò	ascended	1
哀嫩	āi nèn	Aenon	1
水多	shuǐ duō	much water	1
印上印	yìn shàng yìn	seal with a seal	1
限量	xiàn liàng	limit	1
叙加	xù jiā	Sychar	1
祖雅各	zǔ yǎ gè	ancestor Jacob	1
水罐子	shuǐ guàn zi	water jar	1
上过	shàng guo	had been to	1
未时	wèi shí	the period of the day from 1pm to 3pm	1
被特斯大	bèi tè sī dà	Bethesda	1
池水	chí shuǐ	pool water	1
平等	píng děng	equal	1
十里多路	shí lǐ duō lù	more than ten li	1
真粮	zhēn liáng	true bread	1
从此后	cóng cǐ hòu	from then on	1
住庐节	zhù lú jié	Feast of Tabernacles	1
不方便	bù fāng biàn	inconvenient	1
中日	zhōng rì	midday	1
学过	xué guo	studied	1
出过	chū guo	produced	1
找我	zhǎo wǒ	seek me	1
自尽	zì jìn	commit suicide	1
听来	tīng lái	heard	1
鬼附着的	guǐ fù zhe de	possessed by a demon	1
虚了	xū le	is vain	1
看门的	kān mén de	gatekeeper	1
他自己的	tā zì jǐ de	his own	1
犹疑不定	yóu yí bù dìng	hesitate	1
我所行	wǒ suǒ xíng	what I have done	1
两天	liǎng tiān	two days	1
睡了	shuì le	slept	1
里路	lǐ lù	li (Chinese mile) road	1
放着	fàng zhe	placed	1
报明	bào míng	report	1
一斤	yī jīn	one pound	1
做证	zuò zhèng	testify	1
结出	jié chū	bear	1
传的	chuán de	preached	1
显的	xiǎn de	revealed	1
吃晚饭	chī wǎn fàn	eat dinner	1
离席	lí xí	leave the seat	1
洗完	xǐ wán	finished washing	1
对看	duì kàn	look at each other	1
那条	nà tiáo	that	1
事成	shì chéng	accomplishment	1
剪去	jiǎn qù	cut off	1
拾起来	shí qǐ lái	pick up	1
我去	wǒ qù	I go	1
我不去	wǒ bù qù	I do not go	1
我去了	wǒ qù le	I go	1
圣父	shèng fù	Holy Father	1
完完全全	wán wán quán quán	completely	1
汲沦	jí lún	Kidron	1
小河	xiǎo hé	brook	1
灯笼	dēng lóng	lanterns	1
一说	yī shuō	as soon as said	1
我就是	wǒ jiù shì	I am	1
一把刀	yī bǎ dāo	a sword	1
马勒古	mǎ lè gǔ	Malchus	1
烧炭	shāo tàn	burn charcoal	1
捆着	kǔn zhe	bound	1
不承认	bù chéng rèn	denied	1
犯罪的	fàn zuì de	sinful	1
枳棘冕	zhǐ jí miǎn	crown of thorns	1
忠臣	zhōng chén	loyal subject	1
铺石处	pū shí chù	Pavement	1
迦巴他	jiā bā tā	Gabbatha	1
就在那里	jiù zài nà lǐ	there	1
钉着	dìng zhe	nailed	1
三国	sān guó	three countries	1
我所写的	wǒ suǒ xiě de	what I have written	1
我已经	wǒ yǐ jīng	I have already	1
写上了	xiě shàng le	written it down	1
缝儿	fèng er	seam	1
分了	fēn le	divided	1
低下头	dī xià tóu	bowed his head	1
亚利玛太人	yà lì mǎ tài rén	a man from Arimathea	1
斤	jīn	catty (unit of weight)	1
葬过	zàng guò	buried	1
卷着	juǎn zhe	rolled up	1
头前	tóu qián	head side	1
取出去	qǔ chū qù	taken away	1
看园	kān yuán	gardener	1
提比利亚	tí bǐ lì yà	Tiberias	1
第度摩的	dì dù mó de	Didymus	1
迦利利的	jiā lì lì de	of Galilee	1
加拿人	jiā ná rén	Cana's	1
都在	dōu zài	all are	1
这一夜	zhè yī yè	that night	1
束上	shù shàng	tie on	1
一网	yī wǎng	a net	1
一百五十三	yī bǎi wǔ shí sān	one hundred fifty-three	1
